"geoid","geoname","total"
"1500000US420032904004","Block Group 4, Census Tract 2904, Allegheny County, Pennsylvania","882"
"1500000US420033001001","Block Group 1, Census Tract 3001, Allegheny County, Pennsylvania","787"
"1500000US420033001002","Block Group 2, Census Tract 3001, Allegheny County, Pennsylvania","772"
"1500000US420033001003","Block Group 3, Census Tract 3001, Allegheny County, Pennsylvania","639"
"1500000US420033001004","Block Group 4, Census Tract 3001, Allegheny County, Pennsylvania","655"
"1500000US420033001005","Block Group 5, Census Tract 3001, Allegheny County, Pennsylvania","640"
"1500000US420033102001","Block Group 1, Census Tract 3102, Allegheny County, Pennsylvania","666"
"1500000US420033102002","Block Group 2, Census Tract 3102, Allegheny County, Pennsylvania","1774"
"1500000US420033102003","Block Group 3, Census Tract 3102, Allegheny County, Pennsylvania","715"
"1500000US420033204001","Block Group 1, Census Tract 3204, Allegheny County, Pennsylvania","715"
"1500000US420033204002","Block Group 2, Census Tract 3204, Allegheny County, Pennsylvania","1155"
"1500000US420033206001","Block Group 1, Census Tract 3206, Allegheny County, Pennsylvania","1102"
"1500000US420033206002","Block Group 2, Census Tract 3206, Allegheny County, Pennsylvania","1141"
"1500000US420033207001","Block Group 1, Census Tract 3207, Allegheny County, Pennsylvania","1117"
"1500000US420033207002","Block Group 2, Census Tract 3207, Allegheny County, Pennsylvania","496"
"1500000US420034011001","Block Group 1, Census Tract 4011, Allegheny County, Pennsylvania","1414"
"1500000US420034011002","Block Group 2, Census Tract 4011, Allegheny County, Pennsylvania","1410"
"1500000US420034011003","Block Group 3, Census Tract 4011, Allegheny County, Pennsylvania","822"
"1500000US420034011004","Block Group 4, Census Tract 4011, Allegheny County, Pennsylvania","955"
"1500000US420034012001","Block Group 1, Census Tract 4012, Allegheny County, Pennsylvania","619"
"1500000US420034012002","Block Group 2, Census Tract 4012, Allegheny County, Pennsylvania","1027"
"1500000US420034012003","Block Group 3, Census Tract 4012, Allegheny County, Pennsylvania","510"
"1500000US420034012004","Block Group 4, Census Tract 4012, Allegheny County, Pennsylvania","755"
"1500000US420034013001","Block Group 1, Census Tract 4013, Allegheny County, Pennsylvania","1275"
"1500000US420034013002","Block Group 2, Census Tract 4013, Allegheny County, Pennsylvania","600"
"1500000US420034013003","Block Group 3, Census Tract 4013, Allegheny County, Pennsylvania","770"
"1500000US420034020001","Block Group 1, Census Tract 4020, Allegheny County, Pennsylvania","625"
"1500000US420034020002","Block Group 2, Census Tract 4020, Allegheny County, Pennsylvania","588"
"1500000US420034020003","Block Group 3, Census Tract 4020, Allegheny County, Pennsylvania","1096"
"1500000US420034020004","Block Group 4, Census Tract 4020, Allegheny County, Pennsylvania","931"
"1500000US420034035001","Block Group 1, Census Tract 4035, Allegheny County, Pennsylvania","862"
"1500000US420034035002","Block Group 2, Census Tract 4035, Allegheny County, Pennsylvania","708"
"1500000US420034035003","Block Group 3, Census Tract 4035, Allegheny County, Pennsylvania","1147"
"1500000US420034035004","Block Group 4, Census Tract 4035, Allegheny County, Pennsylvania","934"
"1500000US420034035005","Block Group 5, Census Tract 4035, Allegheny County, Pennsylvania","701"
"1500000US420034040001","Block Group 1, Census Tract 4040, Allegheny County, Pennsylvania","1490"
"1500000US420034050001","Block Group 1, Census Tract 4050, Allegheny County, Pennsylvania","1161"
"1500000US420034060001","Block Group 1, Census Tract 4060, Allegheny County, Pennsylvania","1611"
"1500000US420034060002","Block Group 2, Census Tract 4060, Allegheny County, Pennsylvania","599"
"1500000US420034070011","Block Group 1, Census Tract 4070.01, Allegheny County, Pennsylvania","724"
"1500000US420034070012","Block Group 2, Census Tract 4070.01, Allegheny County, Pennsylvania","1301"
"1500000US420034070013","Block Group 3, Census Tract 4070.01, Allegheny County, Pennsylvania","1787"
"1500000US420034070014","Block Group 4, Census Tract 4070.01, Allegheny County, Pennsylvania","1774"
"1500000US420034070021","Block Group 1, Census Tract 4070.02, Allegheny County, Pennsylvania","1281"
"1500000US420034070022","Block Group 2, Census Tract 4070.02, Allegheny County, Pennsylvania","1496"
"1500000US420034070023","Block Group 3, Census Tract 4070.02, Allegheny County, Pennsylvania","980"
"1500000US420034070024","Block Group 4, Census Tract 4070.02, Allegheny County, Pennsylvania","2919"
"1500000US420034080011","Block Group 1, Census Tract 4080.01, Allegheny County, Pennsylvania","1723"
"1500000US420034080012","Block Group 2, Census Tract 4080.01, Allegheny County, Pennsylvania","2415"
"1500000US420034080013","Block Group 3, Census Tract 4080.01, Allegheny County, Pennsylvania","1495"
"1500000US420034080021","Block Group 1, Census Tract 4080.02, Allegheny County, Pennsylvania","2514"
"1500000US420034080022","Block Group 2, Census Tract 4080.02, Allegheny County, Pennsylvania","1291"
"1500000US420034080023","Block Group 3, Census Tract 4080.02, Allegheny County, Pennsylvania","2504"
"1500000US420034090011","Block Group 1, Census Tract 4090.01, Allegheny County, Pennsylvania","1068"
"1500000US420034090012","Block Group 2, Census Tract 4090.01, Allegheny County, Pennsylvania","2668"
"1500000US420034090013","Block Group 3, Census Tract 4090.01, Allegheny County, Pennsylvania","3532"
"1500000US420034090014","Block Group 4, Census Tract 4090.01, Allegheny County, Pennsylvania","1924"
"1500000US420034090021","Block Group 1, Census Tract 4090.02, Allegheny County, Pennsylvania","2324"
"1500000US420034090022","Block Group 2, Census Tract 4090.02, Allegheny County, Pennsylvania","3175"
"1500000US420034100001","Block Group 1, Census Tract 4100, Allegheny County, Pennsylvania","1183"
"1500000US420034110011","Block Group 1, Census Tract 4110.01, Allegheny County, Pennsylvania","1781"
"1500000US420034110012","Block Group 2, Census Tract 4110.01, Allegheny County, Pennsylvania","2223"
"1500000US420034110021","Block Group 1, Census Tract 4110.02, Allegheny County, Pennsylvania","3568"
"1500000US420034110022","Block Group 2, Census Tract 4110.02, Allegheny County, Pennsylvania","2508"
"1500000US420034120021","Block Group 1, Census Tract 4120.02, Allegheny County, Pennsylvania","1917"
"1500000US420034120022","Block Group 2, Census Tract 4120.02, Allegheny County, Pennsylvania","2948"
"1500000US420034120031","Block Group 1, Census Tract 4120.03, Allegheny County, Pennsylvania","2086"
"1500000US420034120032","Block Group 2, Census Tract 4120.03, Allegheny County, Pennsylvania","1728"
"1500000US420034120033","Block Group 3, Census Tract 4120.03, Allegheny County, Pennsylvania","2498"
"1500000US420034120041","Block Group 1, Census Tract 4120.04, Allegheny County, Pennsylvania","1383"
"1500000US420034120042","Block Group 2, Census Tract 4120.04, Allegheny County, Pennsylvania","2919"
"1500000US420034131001","Block Group 1, Census Tract 4131, Allegheny County, Pennsylvania","1283"
"1500000US420034131002","Block Group 2, Census Tract 4131, Allegheny County, Pennsylvania","2146"
"1500000US420034131003","Block Group 3, Census Tract 4131, Allegheny County, Pennsylvania","1407"
"1500000US420034131004","Block Group 4, Census Tract 4131, Allegheny County, Pennsylvania","2162"
"1500000US420034132011","Block Group 1, Census Tract 4132.01, Allegheny County, Pennsylvania","817"
"1500000US420034132012","Block Group 2, Census Tract 4132.01, Allegheny County, Pennsylvania","1314"
"1500000US420034132013","Block Group 3, Census Tract 4132.01, Allegheny County, Pennsylvania","1695"
"1500000US420034132021","Block Group 1, Census Tract 4132.02, Allegheny County, Pennsylvania","1077"
"1500000US420034132022","Block Group 2, Census Tract 4132.02, Allegheny County, Pennsylvania","1783"
"1500000US420034133001","Block Group 1, Census Tract 4133, Allegheny County, Pennsylvania","1759"
"1500000US420034133002","Block Group 2, Census Tract 4133, Allegheny County, Pennsylvania","2413"
"1500000US420034133003","Block Group 3, Census Tract 4133, Allegheny County, Pennsylvania","704"
"1500000US420034134001","Block Group 1, Census Tract 4134, Allegheny County, Pennsylvania","1607"
"1500000US420034134002","Block Group 2, Census Tract 4134, Allegheny County, Pennsylvania","1303"
"1500000US420034134003","Block Group 3, Census Tract 4134, Allegheny County, Pennsylvania","1607"
"1500000US420034135001","Block Group 1, Census Tract 4135, Allegheny County, Pennsylvania","950"
"1500000US420034135002","Block Group 2, Census Tract 4135, Allegheny County, Pennsylvania","2164"
"1500000US420034135003","Block Group 3, Census Tract 4135, Allegheny County, Pennsylvania","1448"
"1500000US420034135004","Block Group 4, Census Tract 4135, Allegheny County, Pennsylvania","2059"
"1500000US420034141011","Block Group 1, Census Tract 4141.01, Allegheny County, Pennsylvania","2169"
"1500000US420034141012","Block Group 2, Census Tract 4141.01, Allegheny County, Pennsylvania","1272"
"1500000US420034141013","Block Group 3, Census Tract 4141.01, Allegheny County, Pennsylvania","923"
"1500000US420034141014","Block Group 4, Census Tract 4141.01, Allegheny County, Pennsylvania","1135"
"1500000US420034141021","Block Group 1, Census Tract 4141.02, Allegheny County, Pennsylvania","2826"
"1500000US420034141022","Block Group 2, Census Tract 4141.02, Allegheny County, Pennsylvania","2336"
"1500000US420034141023","Block Group 3, Census Tract 4141.02, Allegheny County, Pennsylvania","1882"
"1500000US420034142001","Block Group 1, Census Tract 4142, Allegheny County, Pennsylvania","1020"
"1500000US420034142002","Block Group 2, Census Tract 4142, Allegheny County, Pennsylvania","1718"
"1500000US420034142003","Block Group 3, Census Tract 4142, Allegheny County, Pennsylvania","1515"
"1500000US420034142004","Block Group 4, Census Tract 4142, Allegheny County, Pennsylvania","1683"
"1500000US420034150011","Block Group 1, Census Tract 4150.01, Allegheny County, Pennsylvania","1070"
"1500000US420034150012","Block Group 2, Census Tract 4150.01, Allegheny County, Pennsylvania","1486"
"1500000US420034150013","Block Group 3, Census Tract 4150.01, Allegheny County, Pennsylvania","2094"
"1500000US420034150021","Block Group 1, Census Tract 4150.02, Allegheny County, Pennsylvania","1450"
"1500000US420034150022","Block Group 2, Census Tract 4150.02, Allegheny County, Pennsylvania","1154"
"1500000US420034160001","Block Group 1, Census Tract 4160, Allegheny County, Pennsylvania","831"
"1500000US420034160002","Block Group 2, Census Tract 4160, Allegheny County, Pennsylvania","709"
"1500000US420034171001","Block Group 1, Census Tract 4171, Allegheny County, Pennsylvania","806"
"1500000US420034171002","Block Group 2, Census Tract 4171, Allegheny County, Pennsylvania","748"
"1500000US420034171003","Block Group 3, Census Tract 4171, Allegheny County, Pennsylvania","612"
"1500000US420034172001","Block Group 1, Census Tract 4172, Allegheny County, Pennsylvania","1234"
"1500000US420034180001","Block Group 1, Census Tract 4180, Allegheny County, Pennsylvania","1672"
"1500000US420034190001","Block Group 1, Census Tract 4190, Allegheny County, Pennsylvania","1016"
"1500000US420034190002","Block Group 2, Census Tract 4190, Allegheny County, Pennsylvania","762"
"1500000US420034190003","Block Group 3, Census Tract 4190, Allegheny County, Pennsylvania","1355"
"1500000US420034200001","Block Group 1, Census Tract 4200, Allegheny County, Pennsylvania","1454"
"1500000US420034211001","Block Group 1, Census Tract 4211, Allegheny County, Pennsylvania","1230"
"1500000US420034211002","Block Group 2, Census Tract 4211, Allegheny County, Pennsylvania","878"
"1500000US420034211003","Block Group 3, Census Tract 4211, Allegheny County, Pennsylvania","2019"
"1500000US420034211004","Block Group 4, Census Tract 4211, Allegheny County, Pennsylvania","842"
"1500000US420034212001","Block Group 1, Census Tract 4212, Allegheny County, Pennsylvania","1868"
"1500000US420034212002","Block Group 2, Census Tract 4212, Allegheny County, Pennsylvania","1101"
"1500000US420034212003","Block Group 3, Census Tract 4212, Allegheny County, Pennsylvania","300"
"1500000US420034212004","Block Group 4, Census Tract 4212, Allegheny County, Pennsylvania","1046"
"1500000US420034220001","Block Group 1, Census Tract 4220, Allegheny County, Pennsylvania","1754"
"1500000US420034220002","Block Group 2, Census Tract 4220, Allegheny County, Pennsylvania","823"
"1500000US420034220003","Block Group 3, Census Tract 4220, Allegheny County, Pennsylvania","848"
"1500000US420034220004","Block Group 4, Census Tract 4220, Allegheny County, Pennsylvania","1918"
"1500000US420034230001","Block Group 1, Census Tract 4230, Allegheny County, Pennsylvania","991"
"1500000US420034230002","Block Group 2, Census Tract 4230, Allegheny County, Pennsylvania","1032"
"1500000US420034230003","Block Group 3, Census Tract 4230, Allegheny County, Pennsylvania","893"
"1500000US420034240001","Block Group 1, Census Tract 4240, Allegheny County, Pennsylvania","842"
"1500000US420034240002","Block Group 2, Census Tract 4240, Allegheny County, Pennsylvania","604"
"1500000US420034240003","Block Group 3, Census Tract 4240, Allegheny County, Pennsylvania","753"
"1500000US420034240004","Block Group 4, Census Tract 4240, Allegheny County, Pennsylvania","988"
"1500000US420034250001","Block Group 1, Census Tract 4250, Allegheny County, Pennsylvania","562"
"1500000US420034250002","Block Group 2, Census Tract 4250, Allegheny County, Pennsylvania","967"
"1500000US420034250003","Block Group 3, Census Tract 4250, Allegheny County, Pennsylvania","1116"
"1500000US420034250004","Block Group 4, Census Tract 4250, Allegheny County, Pennsylvania","792"
"1500000US420034263001","Block Group 1, Census Tract 4263, Allegheny County, Pennsylvania","1606"
